Precipitation,Date.Full,Date.Month,Date.Week of,Date.Year,StationCity,Station.Code,Station.Location,StationState,TempAvg,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,WindSpeed,Population,lat,lon
1.68,2016-07-10,7,10,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,74,83,65,18,5.85,400070,44.977753,-93.2650108
0.55,2016-07-17,7,17,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,74,82,66,24,9.7,400070,44.977753,-93.2650108
2.38,2016-07-24,7,24,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,80,89,70,18,6.31,400070,44.977753,-93.2650108
0.48,2016-07-31,7,31,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,74,82,66,16,6.44,400070,44.977753,-93.2650108
1.13,2016-08-07,8,7,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,76,84,68,22,6.27,400070,44.977753,-93.2650108
2.97,2016-08-14,8,14,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,75,84,66,21,5.48,400070,44.977753,-93.2650108
1.02,2016-08-21,8,21,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,71,80,63,22,4.11,400070,44.977753,-93.2650108
1.09,2016-08-28,8,28,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,70,78,62,19,7.65,400070,44.977753,-93.2650108
0.02,2016-09-04,9,4,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,68,77,59,14,9.5,400070,44.977753,-93.2650108
1.64,2016-09-11,9,11,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,70,77,63,21,5.91,400070,44.977753,-93.2650108
0.91,2016-09-18,9,18,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,66,75,56,21,6.18,400070,44.977753,-93.2650108
2.86,2016-09-25,9,25,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,67,73,60,14,8.44,400070,44.977753,-93.2650108
0.0,2016-10-02,10,2,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,63,75,51,5,3.45,400070,44.977753,-93.2650108
1.78,2016-10-09,10,9,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,54,62,45,22,8.74,400070,44.977753,-93.2650108
0.02,2016-10-16,10,16,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,55,64,44,20,9.67,400070,44.977753,-93.2650108
0.66,2016-10-23,10,23,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,52,60,44,27,6.02,400070,44.977753,-93.2650108
0.95,2016-10-30,10,30,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,48,53,42,14,6.78,400070,44.977753,-93.2650108
0.0,2016-11-06,11,6,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,55,66,42,24,3.13,400070,44.977753,-93.2650108
0.0,2016-11-13,11,13,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,49,59,39,26,7.62,400070,44.977753,-93.2650108
0.8,2016-11-20,11,20,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,40,47,33,21,8.95,400070,44.977753,-93.2650108
1.15,2016-11-27,11,27,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,34,39,30,19,7.37,400070,44.977753,-93.2650108
0.13,2016-12-04,12,4,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,33,35,30,24,7.07,400070,44.977753,-93.2650108
0.49,2016-12-11,12,11,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,20,25,14,20,10.07,400070,44.977753,-93.2650108
0.45,2016-12-18,12,18,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,1,9,-7,24,8.32,400070,44.977753,-93.2650108
1.07,2016-12-25,12,25,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,30,36,23,20,8.88,400070,44.977753,-93.2650108
0.0,2017-01-01,1,1,2017,Minneapolis,MSP,"Minneapolis, MN",Minnesota,26,33,19,25,9.95,400070,44.977753,-93.2650108
0.0,2016-01-03,1,3,2016,Rochester,RST,"Rochester, MN",Minnesota,19,26,13,29,13.73,110742,44.0121221,-92.4801989
0.44,2016-01-10,1,10,2016,Rochester,RST,"Rochester, MN",Minnesota,17,23,11,23,12.62,110742,44.0121221,-92.4801989
0.02,2016-01-17,1,17,2016,Rochester,RST,"Rochester, MN",Minnesota,3,12,-6,25,11.48,110742,44.0121221,-92.4801989
0.07,2016-01-24,1,24,2016,Rochester,RST,"Rochester, MN",Minnesota,11,16,6,20,7.45,110742,44.0121221,-92.4801989
0.22,2016-01-31,1,31,2016,Rochester,RST,"Rochester, MN",Minnesota,26,33,18,22,11.77,110742,44.0121221,-92.4801989
0.53,2016-02-07,2,7,2016,Rochester,RST,"Rochester, MN",Minnesota,21,29,13,22,11.98,110742,44.0121221,-92.4801989
0.09,2016-02-14,2,14,2016,Rochester,RST,"Rochester, MN",Minnesota,6,12,0,27,12.52,110742,44.0121221,-92.4801989
0.02,2016-02-21,2,21,2016,Rochester,RST,"Rochester, MN",Minnesota,28,35,21,23,11.05,110742,44.0121221,-92.4801989
0.01,2016-02-28,2,28,2016,Rochester,RST,"Rochester, MN",Minnesota,33,38,28,27,10.11,110742,44.0121221,-92.4801989
0.27,2016-03-06,3,6,2016,Rochester,RST,"Rochester, MN",Minnesota,25,32,18,20,9.31,110742,44.0121221,-92.4801989
0.02,2016-03-13,3,13,2016,Rochester,RST,"Rochester, MN",Minnesota,47,56,37,20,10.51,110742,44.0121221,-92.4801989
1.23,2016-03-20,3,20,2016,Rochester,RST,"Rochester, MN",Minnesota,40,45,34,21,10.65,110742,44.0121221,-92.4801989
1.03,2016-03-27,3,27,2016,Rochester,RST,"Rochester, MN",Minnesota,36,45,27,18,10.4,110742,44.0121221,-92.4801989
0.03,2016-04-03,4,3,2016,Rochester,RST,"Rochester, MN",Minnesota,38,49,26,29,13.8,110742,44.0121221,-92.4801989
0.14,2016-04-10,4,10,2016,Rochester,RST,"Rochester, MN",Minnesota,35,43,26,22,11.31,110742,44.0121221,-92.4801989
0.0,2016-04-17,4,17,2016,Rochester,RST,"Rochester, MN",Minnesota,54,67,40,18,14.27,110742,44.0121221,-92.4801989
0.4,2016-04-24,4,24,2016,Rochester,RST,"Rochester, MN",Minnesota,56,66,46,14,9.62,110742,44.0121221,-92.4801989
0.0,2016-05-01,5,1,2016,Rochester,RST,"Rochester, MN",Minnesota,50,58,42,4,6.9,110742,44.0121221,-92.4801989
0.01,2016-05-08,5,8,2016,Rochester,RST,"Rochester, MN",Minnesota,57,71,43,25,9.41,110742,44.0121221,-92.4801989
1.51,2016-05-15,5,15,2016,Rochester,RST,"Rochester, MN",Minnesota,49,56,41,21,11.38,110742,44.0121221,-92.4801989
0.02,2016-05-22,5,22,2016,Rochester,RST,"Rochester, MN",Minnesota,59,71,45,20,6.24,110742,44.0121221,-92.4801989
2.5,2016-05-29,5,29,2016,Rochester,RST,"Rochester, MN",Minnesota,69,76,60,19,7.71,110742,44.0121221,-92.4801989
0.54,2016-06-05,6,5,2016,Rochester,RST,"Rochester, MN",Minnesota,65,76,54,27,8.56,110742,44.0121221,-92.4801989
2.01,2016-06-12,6,12,2016,Rochester,RST,"Rochester, MN",Minnesota,69,79,58,22,9.7,110742,44.0121221,-92.4801989
1.11,2016-06-19,6,19,2016,Rochester,RST,"Rochester, MN",Minnesota,72,82,62,15,8.04,110742,44.0121221,-92.4801989
1.53,2016-06-26,6,26,2016,Rochester,RST,"Rochester, MN",Minnesota,69,79,59,24,9.92,110742,44.0121221,-92.4801989
0.0,2016-07-03,7,3,2016,Rochester,RST,"Rochester, MN",Minnesota,63,74,52,11,5.56,110742,44.0121221,-92.4801989
1.94,2016-07-10,7,10,2016,Rochester,RST,"Rochester, MN",Minnesota,70,79,60,17,6.05,110742,44.0121221,-92.4801989
2.36,2016-07-17,7,17,2016,Rochester,RST,"Rochester, MN",Minnesota,71,79,62,23,9.34,110742,44.0121221,-92.4801989
1.11,2016-07-24,7,24,2016,Rochester,RST,"Rochester, MN",Minnesota,77,84,69,19,6.8,110742,44.0121221,-92.4801989
0.19,2016-07-31,7,31,2016,Rochester,RST,"Rochester, MN",Minnesota,71,79,63,14,6.61,110742,44.0121221,-92.4801989
1.22,2016-08-07,8,7,2016,Rochester,RST,"Rochester, MN",Minnesota,72,81,62,21,5.75,110742,44.0121221,-92.4801989
1.44,2016-08-14,8,14,2016,Rochester,RST,"Rochester, MN",Minnesota,72,81,63,24,5.64,110742,44.0121221,-92.4801989
2.21,2016-08-21,8,21,2016,Rochester,RST,"Rochester, MN",Minnesota,68,77,59,21,4.85,110742,44.0121221,-92.4801989
0.87,2016-08-28,8,28,2016,Rochester,RST,"Rochester, MN",Minnesota,67,77,58,19,7.04,110742,44.0121221,-92.4801989
0.0,2016-09-04,9,4,2016,Rochester,RST,"Rochester, MN",Minnesota,64,75,53,13,8.82,110742,44.0121221,-92.4801989
3.18,2016-09-11,9,11,2016,Rochester,RST,"Rochester, MN",Minnesota,68,76,59,19,6.7,110742,44.0121221,-92.4801989
1.47,2016-09-18,9,18,2016,Rochester,RST,"Rochester, MN",Minnesota,64,74,54,20,7.91,110742,44.0121221,-92.4801989
4.43,2016-09-25,9,25,2016,Rochester,RST,"Rochester, MN",Minnesota,66,74,58,15,8.67,110742,44.0121221,-92.4801989
0.0,2016-10-02,10,2,2016,Rochester,RST,"Rochester, MN",Minnesota,61,73,49,2,2.85,110742,44.0121221,-92.4801989
0.52,2016-10-09,10,9,2016,Rochester,RST,"Rochester, MN",Minnesota,54,64,43,19,8.45,110742,44.0121221,-92.4801989
0.14,2016-10-16,10,16,2016,Rochester,RST,"Rochester, MN",Minnesota,54,64,43,20,11.44,110742,44.0121221,-92.4801989
0.06,2016-10-23,10,23,2016,Rochester,RST,"Rochester, MN",Minnesota,51,61,40,25,7.17,110742,44.0121221,-92.4801989
2.02,2016-10-30,10,30,2016,Rochester,RST,"Rochester, MN",Minnesota,46,53,39,13,8.8,110742,44.0121221,-92.4801989
0.0,2016-11-06,11,6,2016,Rochester,RST,"Rochester, MN",Minnesota,54,66,41,19,6.8,110742,44.0121221,-92.4801989
0.0,2016-11-13,11,13,2016,Rochester,RST,"Rochester, MN",Minnesota,46,57,34,25,11.48,110742,44.0121221,-92.4801989
0.12,2016-11-20,11,20,2016,Rochester,RST,"Rochester, MN",Minnesota,41,50,31,21,9.77,110742,44.0121221,-92.4801989
1.1,2016-11-27,11,27,2016,Rochester,RST,"Rochester, MN",Minnesota,34,38,28,21,9.35,110742,44.0121221,-92.4801989
0.28,2016-12-04,12,4,2016,Rochester,RST,"Rochester, MN",Minnesota,32,33,30,24,8.77,110742,44.0121221,-92.4801989
0.63,2016-12-11,12,11,2016,Rochester,RST,"Rochester, MN",Minnesota,17,22,12,20,12.65,110742,44.0121221,-92.4801989
0.37,2016-12-18,12,18,2016,Rochester,RST,"Rochester, MN",Minnesota,0,8,-8,24,10.91,110742,44.0121221,-92.4801989
0.79,2016-12-25,12,25,2016,Rochester,RST,"Rochester, MN",Minnesota,26,32,20,19,13.71,110742,44.0121221,-92.4801989
0.0,2017-01-01,1,1,2017,Rochester,RST,"Rochester, MN",Minnesota,23,31,15,25,14.41,110742,44.0121221,-92.4801989
0.38,2016-01-03,1,3,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,47,52,42,35,9.76,71012,30.367419800000004,-89.0928155
0.32,2016-01-10,1,10,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,51,59,41,19,6.52,71012,30.367419800000004,-89.0928155
1.33,2016-01-17,1,17,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,49,60,37,16,3.67,71012,30.367419800000004,-89.0928155
0.97,2016-01-24,1,24,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,48,57,38,21,6.87,71012,30.367419800000004,-89.0928155
1.23,2016-01-31,1,31,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,54,64,44,21,7.3,71012,30.367419800000004,-89.0928155
1.47,2016-02-07,2,7,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,53,62,43,21,6.7,71012,30.367419800000004,-89.0928155
0.0,2016-02-14,2,14,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,52,64,39,22,7.35,71012,30.367419800000004,-89.0928155
0.73,2016-02-21,2,21,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,57,69,48,18,5.61,71012,30.367419800000004,-89.0928155
0.95,2016-02-28,2,28,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,55,65,43,23,5.72,71012,30.367419800000004,-89.0928155
0.48,2016-03-06,3,6,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,60,71,49,17,3.63,71012,30.367419800000004,-89.0928155
2.67,2016-03-13,3,13,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,67,73,62,13,13.17,71012,30.367419800000004,-89.0928155
1.13,2016-03-20,3,20,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,66,74,58,21,7.34,71012,30.367419800000004,-89.0928155
2.01,2016-03-27,3,27,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,61,70,52,20,5.7,71012,30.367419800000004,-89.0928155
3.3,2016-04-03,4,3,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,61,73,49,31,6.16,71012,30.367419800000004,-89.0928155
0.0,2016-04-10,4,10,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,64,76,51,21,5.17,71012,30.367419800000004,-89.0928155
2.58,2016-04-17,4,17,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,68,72,64,9,9.6,71012,30.367419800000004,-89.0928155
0.01,2016-04-24,4,24,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,70,79,61,19,6.38,71012,30.367419800000004,-89.0928155
0.66,2016-05-01,5,1,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,74,79,69,15,7.4,71012,30.367419800000004,-89.0928155
0.06,2016-05-08,5,8,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,68,78,57,27,5.52,71012,30.367419800000004,-89.0928155
0.03,2016-05-15,5,15,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,76,84,68,20,6.05,71012,30.367419800000004,-89.0928155
4.05,2016-05-22,5,22,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,76,83,68,17,5.64,71012,30.367419800000004,-89.0928155
0.0,2016-05-29,5,29,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,76,84,67,14,6.62,71012,30.367419800000004,-89.0928155
2.69,2016-06-05,6,5,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,79,86,72,14,6.26,71012,30.367419800000004,-89.0928155
0.0,2016-06-12,6,12,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,82,90,73,16,2.85,71012,30.367419800000004,-89.0928155
1.19,2016-06-19,6,19,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,82,90,74,24,4.6,71012,30.367419800000004,-89.0928155
0.0,2016-06-26,6,26,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,82,90,73,18,2.72,71012,30.367419800000004,-89.0928155
0.0,2016-07-03,7,3,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,85,95,76,25,2.6,71012,30.367419800000004,-89.0928155
0.07,2016-07-10,7,10,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,86,92,79,22,4.37,71012,30.367419800000004,-89.0928155
0.56,2016-07-17,7,17,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,82,90,75,20,2.82,71012,30.367419800000004,-89.0928155
1.87,2016-07-24,7,24,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,84,91,76,17,2.21,71012,30.367419800000004,-89.0928155
2.9,2016-07-31,7,31,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,83,90,75,21,2.75,71012,30.367419800000004,-89.0928155
2.94,2016-08-07,8,7,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,85,94,74,27,1.71,71012,30.367419800000004,-89.0928155
7.09,2016-08-14,8,14,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,81,86,75,24,5.1,71012,30.367419800000004,-89.0928155
0.64,2016-08-21,8,21,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,83,89,77,17,4.52,71012,30.367419800000004,-89.0928155
0.63,2016-08-28,8,28,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,83,91,75,10,2.77,71012,30.367419800000004,-89.0928155
1.33,2016-09-04,9,4,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,84,92,76,13,2.75,71012,30.367419800000004,-89.0928155
0.41,2016-09-11,9,11,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,80,87,73,12,2.84,71012,30.367419800000004,-89.0928155
1.71,2016-09-18,9,18,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,82,88,65,14,3.68,71012,30.367419800000004,-89.0928155
0.0,2016-09-25,9,25,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,83,93,74,22,2.0,71012,30.367419800000004,-89.0928155
0.0,2016-10-02,10,2,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,73,84,62,16,1.45,71012,30.367419800000004,-89.0928155
0.0,2016-10-09,10,9,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,76,87,66,15,5.71,71012,30.367419800000004,-89.0928155
0.0,2016-10-16,10,16,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,74,84,62,11,4.51,71012,30.367419800000004,-89.0928155
0.15,2016-10-23,10,23,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,71,81,61,16,5.88,71012,30.367419800000004,-89.0928155
0.0,2016-10-30,10,30,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,70,83,57,12,2.68,71012,30.367419800000004,-89.0928155
0.0,2016-11-06,11,6,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,72,82,60,14,5.83,71012,30.367419800000004,-89.0928155
4.55,2016-11-13,11,13,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,62,71,54,18,5.32,71012,30.367419800000004,-89.0928155
0.0,2016-11-20,11,20,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,60,73,46,26,3.92,71012,30.367419800000004,-89.0928155
0.0,2016-11-27,11,27,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,58,71,44,14,3.65,71012,30.367419800000004,-89.0928155
1.93,2016-12-04,12,4,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,58,67,48,4,6.75,71012,30.367419800000004,-89.0928155
1.57,2016-12-11,12,11,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,53,61,44,12,6.84,71012,30.367419800000004,-89.0928155
2.15,2016-12-18,12,18,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,60,69,50,20,6.71,71012,30.367419800000004,-89.0928155
0.02,2016-12-25,12,25,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,56,64,47,12,7.07,71012,30.367419800000004,-89.0928155
2.21,2017-01-01,1,1,2017,Gulfport,GPT,"Gulfport, MS",Mississippi,63,71,55,16,6.08,71012,30.367419800000004,-89.0928155
0.02,2016-01-03,1,3,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,46,51,40,34,5.76,47556,31.3271189,-89.2903392
0.11,2016-01-10,1,10,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,47,58,35,19,3.94,47556,31.3271189,-89.2903392
0.71,2016-01-17,1,17,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,47,61,33,21,3.25,47556,31.3271189,-89.2903392
1.63,2016-01-24,1,24,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,46,58,34,22,6.04,47556,31.3271189,-89.2903392
2.05,2016-01-31,1,31,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,53,67,39,22,5.4,47556,31.3271189,-89.2903392
0.92,2016-02-07,2,7,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,52,65,41,23,5.9,47556,31.3271189,-89.2903392
0.0,2016-02-14,2,14,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,49,64,35,22,7.22,47556,31.3271189,-89.2903392
0.79,2016-02-21,2,21,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,59,72,46,20,5.21,47556,31.3271189,-89.2903392
3.14,2016-02-28,2,28,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,55,67,42,23,5.11,47556,31.3271189,-89.2903392
1.07,2016-03-06,3,6,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,57,72,43,16,2.86,47556,31.3271189,-89.2903392
7.87,2016-03-13,3,13,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,67,75,59,14,9.34,47556,31.3271189,-89.2903392
1.28,2016-03-20,3,20,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,65,75,55,21,5.98,47556,31.3271189,-89.2903392
0.86,2016-03-27,3,27,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,59,71,47,17,4.98,47556,31.3271189,-89.2903392
0.35,2016-04-03,4,3,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,60,73,46,34,4.43,47556,31.3271189,-89.2903392
0.0,2016-04-10,4,10,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,64,79,49,23,4.27,47556,31.3271189,-89.2903392
4.49,2016-04-17,4,17,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,67,73,59,9,5.42,47556,31.3271189,-89.2903392
0.04,2016-04-24,4,24,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,69,82,56,16,3.62,47556,31.3271189,-89.2903392
0.21,2016-05-01,5,1,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,69,76,62,16,2.6,47556,31.3271189,-89.2903392
0.0,2016-05-08,5,8,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,66,79,53,27,4.12,47556,31.3271189,-89.2903392
0.02,2016-05-15,5,15,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,74,84,63,20,4.97,47556,31.3271189,-89.2903392
2.23,2016-05-22,5,22,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,73,82,64,16,2.95,47556,31.3271189,-89.2903392
0.0,2016-05-29,5,29,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,76,88,63,18,4.11,47556,31.3271189,-89.2903392
1.05,2016-06-05,6,5,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,79,88,69,16,2.94,47556,31.3271189,-89.2903392
2.51,2016-06-12,6,12,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,80,91,69,11,2.1,47556,31.3271189,-89.2903392
2.34,2016-06-19,6,19,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,83,92,73,19,3.12,47556,31.3271189,-89.2903392
0.0,2016-06-26,6,26,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,83,93,72,18,1.87,47556,31.3271189,-89.2903392
0.0,2016-07-03,7,3,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,84,95,72,13,2.13,47556,31.3271189,-89.2903392
1.56,2016-07-10,7,10,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,84,94,74,22,3.5,47556,31.3271189,-89.2903392
2.74,2016-07-17,7,17,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,82,91,72,15,1.78,47556,31.3271189,-89.2903392
1.39,2016-07-24,7,24,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,83,93,74,17,1.17,47556,31.3271189,-89.2903392
0.43,2016-07-31,7,31,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,82,91,73,20,2.88,47556,31.3271189,-89.2903392
0.28,2016-08-07,8,7,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,85,95,74,27,1.6,47556,31.3271189,-89.2903392
3.11,2016-08-14,8,14,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,82,88,75,24,4.28,47556,31.3271189,-89.2903392
2.21,2016-08-21,8,21,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,83,91,73,17,2.51,47556,31.3271189,-89.2903392
0.0,2016-08-28,8,28,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,83,93,73,8,1.72,47556,31.3271189,-89.2903392
0.0,2016-09-04,9,4,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,84,94,73,14,3.67,47556,31.3271189,-89.2903392
0.56,2016-09-11,9,11,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,81,91,70,14,2.4,47556,31.3271189,-89.2903392
2.92,2016-09-18,9,18,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,81,90,72,12,2.28,47556,31.3271189,-89.2903392
0.41,2016-09-25,9,25,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,82,94,70,22,1.1,47556,31.3271189,-89.2903392
0.0,2016-10-02,10,2,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,71,83,58,20,0.65,47556,31.3271189,-89.2903392
0.0,2016-10-09,10,9,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,73,88,58,15,3.64,47556,31.3271189,-89.2903392
0.0,2016-10-16,10,16,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,70,86,54,16,1.24,47556,31.3271189,-89.2903392
0.1,2016-10-23,10,23,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,69,83,55,18,3.08,47556,31.3271189,-89.2903392
0.0,2016-10-30,10,30,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,68,85,51,14,1.12,47556,31.3271189,-89.2903392
0.0,2016-11-06,11,6,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,67,83,51,17,1.95,47556,31.3271189,-89.2903392
0.03,2016-11-13,11,13,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,60,72,47,17,2.31,47556,31.3271189,-89.2903392
0.07,2016-11-20,11,20,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,57,74,40,28,2.9,47556,31.3271189,-89.2903392
0.0,2016-11-27,11,27,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,54,72,36,23,2.37,47556,31.3271189,-89.2903392
0.42,2016-12-04,12,4,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,52,62,42,12,2.97,47556,31.3271189,-89.2903392
0.67,2016-12-11,12,11,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,49,59,39,13,4.78,47556,31.3271189,-89.2903392
2.94,2016-12-18,12,18,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,58,69,46,21,5.58,47556,31.3271189,-89.2903392
0.0,2016-12-25,12,25,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,54,64,43,19,4.05,47556,31.3271189,-89.2903392
3.03,2017-01-01,1,1,2017,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,61,71,51,23,3.71,47556,31.3271189,-89.2903392
0.0,2016-01-03,1,3,2016,Jackson,JAN,"Jackson, MS",Mississippi,44,50,38,33,5.43,172638,32.298757300000005,-90.1848103
1.15,2016-01-10,1,10,2016,Jackson,JAN,"Jackson, MS",Mississippi,46,55,36,14,5.95,172638,32.298757300000005,-90.1848103
0.01,2016-01-17,1,17,2016,Jackson,JAN,"Jackson, MS",Mississippi,45,58,32,22,4.22,172638,32.298757300000005,-90.1848103
0.99,2016-01-24,1,24,2016,Jackson,JAN,"Jackson, MS",Mississippi,43,53,33,21,6.52,172638,32.298757300000005,-90.1848103
1.22,2016-01-31,1,31,2016,Jackson,JAN,"Jackson, MS",Mississippi,52,65,38,24,8.08,172638,32.298757300000005,-90.1848103
